0, 0.5015058517456055
1, 0.5012269020080566
2, 0.5120182037353516
3, 0.5049748420715332
4, 0.5755167007446289
5, 0.5072793960571289
6, 0.5064113140106201
7, 0.505579948425293
8, 0.508476972579956
9, 0.5516035556793213
10, 0.5073981285095215
11, 0.5148074626922607
12, 0.5051543712615967
13, 0.5045974254608154
14, 0.4997715950012207
15, 0.5124509334564209
16, 0.5004463195800781
17, 0.5165166854858398
18, 0.5116806030273438
19, 0.5052874088287354
20, 0.49969029426574707
21, 0.5064296722412109
22, 0.5003294944763184
23, 0.5585453510284424
24, 0.4490330219268799
25, 0.5067756175994873
26, 0.5000901222229004
27, 0.5069081783294678
28, 0.507753849029541
29, 0.5020880699157715
30, 0.513739824295044
31, 0.5046830177307129
32, 0.5045247077941895
33, 0.5144641399383545
34, 0.5024247169494629
35, 0.5205178260803223
36, 0.5010359287261963
37, 0.5046160221099854
38, 0.5013742446899414
39, 0.562511682510376
40, 0.509221076965332
41, 0.49984025955200195
42, 0.5014572143554688
43, 0.49035215377807617
44, 0.4981677532196045
45, 0.496396541595459
46, 0.5044870376586914
47, 0.5028951168060303
48, 0.5033853054046631
49, 0.5002062320709229
