0, 0.12436604499816895
1, 0.09637761116027832
2, 0.08420348167419434
3, 0.0792391300201416
4, 0.07964277267456055
5, 0.08180713653564453
6, 0.0842294692993164
7, 0.0814673900604248
8, 0.08323788642883301
9, 0.08906698226928711
10, 0.103179931640625
11, 0.08435559272766113
12, 0.0850985050201416
13, 0.08094382286071777
14, 0.08245491981506348
15, 0.08399271965026855
16, 0.08349752426147461
17, 0.08518767356872559
18, 0.08372616767883301
19, 0.08564352989196777
20, 0.08273792266845703
21, 0.0960228443145752
22, 0.08192873001098633
23, 0.08593630790710449
24, 0.08751749992370605
25, 0.08403325080871582
26, 0.08407187461853027
27, 0.0790860652923584
28, 0.08319306373596191
29, 0.08210301399230957
30, 0.08318281173706055
31, 0.08489561080932617
32, 0.0838766098022461
33, 0.08846163749694824
34, 0.08425188064575195
35, 0.08630204200744629
36, 0.08199810981750488
37, 0.08487462997436523
38, 0.08281207084655762
39, 0.08345484733581543
40, 0.08624529838562012
41, 0.0829927921295166
42, 0.0853118896484375
43, 0.08342242240905762
44, 0.08571743965148926
45, 0.08705759048461914
46, 0.0827484130859375
47, 0.08520674705505371
48, 0.08310651779174805
49, 0.08600091934204102
